Date;Liabilities/Debt,%;Age;Type_of_accommodation;Duration_of_stay_in_the_region;Family_status;Borrower class;Education;Work_experience_in_last_place;Job_level;Credit_history
27.04.2018;40;41;Муниципальное жилье;менее 1 года;Женат/замужем;хороший;среднее;менее 1 года;руководитель среднего звена;нет данных
27.04.2018;12;27;Собственник;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
27.04.2018;39;59;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
27.04.2018;54;44;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;отрицательная
27.04.2018;33;40;Аренда;от 1 до 5 лет;Холост/Не замужем;хороший;среднее;менее 1 года;сотрудник;нет данных
27.04.2018;35;30;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее;свыше 3 лет;сотрудник;положительная
27.04.2018;32;43;Аренда;от 1 до 5 лет;Холост/Не замужем;хороший;среднее;менее 1 года;сотрудник;нет данных
27.04.2018;19;37;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
27.04.2018;55;59;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;руководитель высшего звена;нет данных
27.04.2018;47;32;Собственник;свыше 5 лет;Другое;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
27.04.2018;30;43;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
27.04.2018;24;45;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
27.04.2018;55;35;Муниципальное жилье;от 1 до 5 лет;Другое;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
27.04.2018;46;38;Муниципальное жилье;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
27.04.2018;21;50;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
27.04.2018;17;42;Собственник;свыше 5 лет;Разведен(а)/Вдовство;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;нет данных
27.04.2018;38;47;Муниципальное жилье;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;руководитель среднего звена;отрицательная
27.04.2018;13;29;Муниципальное жилье;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;сотрудник;положительная
28.04.2018;28;32;Собственник;менее 1 года;Другое;хороший;среднее;менее 1 года;руководитель среднего звена;нет данных
28.04.2018;48;28;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;положительная
28.04.2018;39;39;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;нет данных
28.04.2018;21;44;Аренда;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;отрицательная
28.04.2018;15;33;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
28.04.2018;19;24;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
28.04.2018;12;28;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;высшее;от 1 года до 3 лет;сотрудник;положительная
28.04.2018;34;36;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
28.04.2018;41;34;Муниципальное жилье;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
28.04.2018;39;37;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
28.04.2018;51;24;Собственник;от 1 до 5 лет;Другое;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;нет данных
28.04.2018;21;47;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
28.04.2018;26;31;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее;от 1 года до 3 лет;сотрудник;отрицательная
28.04.2018;15;23;Муниципальное жилье;свыше 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
28.04.2018;39;37;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее;менее 1 года;сотрудник;нет данных
28.04.2018;20;44;Собственник;свыше 5 лет;Другое;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
28.04.2018;15;33;Собственник;менее 1 года;Другое;плохой;среднее;менее 1 года;руководитель среднего звена;нет данных
28.04.2018;38;34;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее;менее 1 года;руководитель среднего звена;положительная
29.04.2018;15;57;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее;свыше 3 лет;сотрудник;нет данных
29.04.2018;34;24;Собственник;менее 1 года;Холост/Не замужем;плохой;среднее;менее 1 года;сотрудник;нет данных
29.04.2018;50;37;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;положительная
29.04.2018;40;37;Муниципальное жилье;свыше 5 лет;Разведен(а)/Вдовство;плохой;среднее специальное;свыше 3 лет;сотрудник;отрицательная
29.04.2018;33;48;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее;от 1 года до 3 лет;руководитель высшего звена;положительная
29.04.2018;14;34;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
30.04.2018;53;25;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;положительная
30.04.2018;48;40;Аренда;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
30.04.2018;33;39;Муниципальное жилье;менее 1 года;Женат/замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
30.04.2018;45;26;Аренда;менее 1 года;Женат/замужем;плохой;высшее;свыше 3 лет;сотрудник;отрицательная
30.04.2018;28;24;Муниципальное жилье;менее 1 года;Женат/замужем;плохой;среднее;менее 1 года;сотрудник;нет данных
30.04.2018;17;39;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
30.04.2018;34;32;Муниципальное жилье;менее 1 года;Другое;плохой;среднее;менее 1 года;сотрудник;нет данных
30.04.2018;11;35;Аренда;менее 1 года;Другое;плохой;среднее;менее 1 года;сотрудник;нет данных
30.04.2018;29;31;Аренда;менее 1 года;Другое;хороший;высшее;менее 1 года;руководитель высшего звена;положительная
02.05.2018;31;28;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее;менее 1 года;сотрудник;нет данных
02.05.2018;14;32;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
02.05.2018;33;41;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;руководитель среднего звена;положительная
02.05.2018;48;28;Аренда;свыше 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
02.05.2018;41;30;Аренда;свыше 5 лет;Холост/Не замужем;плохой;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
02.05.2018;50;33;Аренда;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
02.05.2018;13;37;Муниципальное жилье;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
02.05.2018;26;25;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;нет данных
02.05.2018;34;31;Собственник;свыше 5 лет;Разведен(а)/Вдовство;хороший;высшее;менее 1 года;сотрудник;нет данных
02.05.2018;36;49;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
02.05.2018;34;48;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
02.05.2018;15;38;Муниципальное жилье;менее 1 года;Другое;плохой;среднее;свыше 3 лет;сотрудник;отрицательная
02.05.2018;33;28;Собственник;менее 1 года;Другое;хороший;высшее;свыше 3 лет;сотрудник;нет данных
02.05.2018;41;41;Собственник;свыше 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
02.05.2018;27;32;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
02.05.2018;42;23;Муниципальное жилье;свыше 5 лет;Холост/Не замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
02.05.2018;52;43;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее;менее 1 года;сотрудник;нет данных
02.05.2018;48;27;Собственник;менее 1 года;Другое;плохой;высшее;свыше 3 лет;руководитель среднего звена;отрицательная
02.05.2018;21;25;Собственник;от 1 до 5 лет;Другое;плохой;среднее;менее 1 года;сотрудник;нет данных
02.05.2018;37;43;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
03.05.2018;48;33;Собственник;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;руководитель среднего звена;нет данных
03.05.2018;39;34;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;положительная
03.05.2018;25;42;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
03.05.2018;46;42;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
03.05.2018;30;33;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее;от 1 года до 3 лет;сотрудник;положительная
03.05.2018;29;30;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;нет данных
03.05.2018;13;35;Собственник;менее 1 года;Разведен(а)/Вдовство;плохой;среднее;менее 1 года;сотрудник;нет данных
03.05.2018;48;28;Собственник;свыше 5 лет;Другое;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;положительная
03.05.2018;32;23;Аренда;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
03.05.2018;47;52;Аренда;свыше 5 лет;Разведен(а)/Вдовство;плохой;высшее;от 1 года до 3 лет;сотрудник;нет данных
03.05.2018;35;44;Собственник;от 1 до 5 лет;Другое;плохой;среднее;менее 1 года;сотрудник;нет данных
03.05.2018;32;33;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
03.05.2018;30;49;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
03.05.2018;11;28;Собственник;менее 1 года;Другое;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;положительная
03.05.2018;24;31;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
03.05.2018;25;37;Собственник;менее 1 года;Другое;плохой;среднее;менее 1 года;руководитель среднего звена;нет данных
03.05.2018;16;26;Собственник;менее 1 года;Другое;хороший;высшее;менее 1 года;сотрудник;положительная
03.05.2018;53;25;Собственник;свыше 5 лет;Разведен(а)/Вдовство;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
03.05.2018;30;44;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;положительная
03.05.2018;40;28;Собственник;менее 1 года;Другое;плохой;среднее;менее 1 года;сотрудник;нет данных
03.05.2018;38;29;Муниципальное жилье;свыше 5 лет;Холост/Не замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
03.05.2018;48;22;Собственник;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
03.05.2018;25;22;Аренда;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
03.05.2018;11;39;Аренда;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
03.05.2018;33;33;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;высшее;свыше 3 лет;сотрудник;положительная
03.05.2018;18;34;Аренда;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
03.05.2018;23;34;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
03.05.2018;14;52;Муниципальное жилье;свыше 5 лет;Холост/Не замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
03.05.2018;29;26;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;менее 1 года;руководитель высшего звена;нет данных
03.05.2018;14;40;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
03.05.2018;28;24;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
03.05.2018;51;41;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;положительная
03.05.2018;25;43;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
03.05.2018;46;33;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
04.05.2018;42;39;Собственник;менее 1 года;Другое;хороший;среднее;менее 1 года;сотрудник;положительная
04.05.2018;38;26;Собственник;свыше 5 лет;Холост/Не замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
04.05.2018;40;33;Собственник;менее 1 года;Другое;плохой;высшее;менее 1 года;руководитель среднего звена;нет данных
04.05.2018;18;41;Собственник;свыше 5 лет;Другое;хороший;высшее;менее 1 года;сотрудник;нет данных
04.05.2018;49;23;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
04.05.2018;33;32;Аренда;от 1 до 5 лет;Другое;плохой;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;нет данных
04.05.2018;47;24;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
04.05.2018;49;35;Аренда;менее 1 года;Разведен(а)/Вдовство;плохой;среднее специальное;менее 1 года;сотрудник;положительная
04.05.2018;40;37;Аренда;менее 1 года;Женат/замужем;плохой;среднее специальное;свыше 3 лет;сотрудник;нет данных
04.05.2018;53;39;Собственник;менее 1 года;Разведен(а)/Вдовство;плохой;высшее;менее 1 года;сотрудник;нет данных
04.05.2018;47;35;Аренда;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
04.05.2018;37;32;Аренда;от 1 до 5 лет;Женат/замужем;плохой;высшее;менее 1 года;сотрудник;нет данных
04.05.2018;54;29;Аренда;свыше 5 лет;Другое;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
04.05.2018;46;35;Аренда;менее 1 года;Холост/Не замужем;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
04.05.2018;52;59;Собственник;от 1 до 5 лет;Другое;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;положительная
04.05.2018;29;36;Муниципальное жилье;менее 1 года;Холост/Не замужем;плохой;среднее;менее 1 года;руководитель высшего звена;отрицательная
04.05.2018;40;30;Собственник;от 1 до 5 лет;Другое;хороший;высшее;менее 1 года;сотрудник;нет данных
04.05.2018;33;29;Собственник;свыше 5 лет;Другое;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;нет данных
04.05.2018;35;31;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;положительная
04.05.2018;32;42;Собственник;свыше 5 лет;Другое;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
05.05.2018;55;36;Муниципальное жилье;менее 1 года;Холост/Не замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
05.05.2018;41;33;Муниципальное жилье;менее 1 года;Другое;плохой;среднее специальное;менее 1 года;руководитель высшего звена;отрицательная
05.05.2018;11;24;Муниципальное жилье;менее 1 года;Женат/замужем;хороший;среднее;менее 1 года;руководитель высшего звена;нет данных
05.05.2018;40;45;Собственник;от 1 до 5 лет;Другое;хороший;высшее;свыше 3 лет;сотрудник;нет данных
05.05.2018;45;24;Собственник;свыше 5 лет;Холост/Не замужем;плохой;высшее;менее 1 года;сотрудник;отрицательная
05.05.2018;37;33;Собственник;свыше 5 лет;Холост/Не замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
05.05.2018;16;43;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
05.05.2018;40;33;Аренда;менее 1 года;Холост/Не замужем;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
05.05.2018;46;33;Аренда;свыше 5 лет;Женат/замужем;плохой;среднее;менее 1 года;сотрудник;нет данных
05.05.2018;16;23;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;менее 1 года;сотрудник;положительная
05.05.2018;38;44;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;отрицательная
05.05.2018;29;44;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее;от 1 года до 3 лет;руководитель среднего звена;положительная
05.05.2018;54;30;Собственник;менее 1 года;Другое;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
05.05.2018;35;27;Муниципальное жилье;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
06.05.2018;52;31;Муниципальное жилье;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее;свыше 3 лет;сотрудник;положительная
06.05.2018;37;22;Аренда;менее 1 года;Женат/замужем;хороший;среднее;свыше 3 лет;сотрудник;нет данных
06.05.2018;41;28;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
07.05.2018;25;30;Муниципальное жилье;от 1 до 5 лет;Другое;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
07.05.2018;31;23;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;нет данных
07.05.2018;13;41;Собственник;менее 1 года;Женат/замужем;хороший;среднее;менее 1 года;руководитель высшего звена;положительная
07.05.2018;49;40;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;положительная
07.05.2018;13;33;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее;от 1 года до 3 лет;сотрудник;положительная
07.05.2018;21;38;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;свыше 3 лет;руководитель среднего звена;нет данных
07.05.2018;19;29;Аренда;свыше 5 лет;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
07.05.2018;18;28;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;свыше 3 лет;руководитель среднего звена;нет данных
07.05.2018;15;40;Собственник;от 1 до 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;сотрудник;положительная
07.05.2018;38;42;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;высшее;менее 1 года;руководитель среднего звена;положительная
07.05.2018;29;22;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
07.05.2018;30;25;Аренда;от 1 до 5 лет;Другое;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
07.05.2018;22;41;Собственник;менее 1 года;Женат/замужем;хороший;среднее;менее 1 года;сотрудник;положительная
07.05.2018;42;32;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
07.05.2018;31;50;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;положительная
07.05.2018;30;52;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
07.05.2018;28;40;Муниципальное жилье;от 1 до 5 лет;Другое;плохой;высшее;свыше 3 лет;руководитель среднего звена;нет данных
07.05.2018;29;34;Муниципальное жилье;менее 1 года;Женат/замужем;плохой;высшее;менее 1 года;руководитель среднего звена;нет данных
07.05.2018;42;41;Собственник;от 1 до 5 лет;Холост/Не замужем;плохой;среднее;свыше 3 лет;руководитель высшего звена;положительная
07.05.2018;33;29;Собственник;от 1 до 5 лет;Другое;плохой;высшее;менее 1 года;руководитель среднего звена;нет данных
07.05.2018;48;29;Собственник;менее 1 года;Другое;плохой;среднее специальное;менее 1 года;сотрудник;нет данных
07.05.2018;17;41;Собственник;менее 1 года;Холост/Не замужем;плохой;высшее;свыше 3 лет;руководитель среднего звена;положительная
07.05.2018;23;35;Аренда;свыше 5 лет;Холост/Не замужем;плохой;высшее;менее 1 года;сотрудник;нет данных
07.05.2018;29;40;Собственник;от 1 до 5 лет;Холост/Не замужем;плохой;среднее;от 1 года до 3 лет;руководитель среднего звена;нет данных
07.05.2018;22;36;Собственник;менее 1 года;Женат/замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
07.05.2018;32;28;Собственник;свыше 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
07.05.2018;23;36;Собственник;менее 1 года;Другое;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
07.05.2018;42;26;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
07.05.2018;30;42;Собственник;от 1 до 5 лет;Другое;хороший;среднее;от 1 года до 3 лет;руководитель среднего звена;нет данных
07.05.2018;50;37;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;свыше 3 лет;сотрудник;нет данных
07.05.2018;46;23;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
07.05.2018;48;39;Собственник;свыше 5 лет;Женат/замужем;хороший;среднее;менее 1 года;руководитель среднего звена;нет данных
07.05.2018;29;31;Аренда;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее;от 1 года до 3 лет;сотрудник;нет данных
07.05.2018;32;50;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее;менее 1 года;сотрудник;нет данных
07.05.2018;51;35;Аренда;от 1 до 5 лет;Холост/Не замужем;плохой;высшее;от 1 года до 3 лет;сотрудник;нет данных
07.05.2018;32;33;Муниципальное жилье;менее 1 года;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
07.05.2018;44;42;Собственник;менее 1 года;Холост/Не замужем;плохой;среднее;менее 1 года;сотрудник;отрицательная
07.05.2018;49;30;Муниципальное жилье;от 1 до 5 лет;Холост/Не замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
07.05.2018;48;30;Аренда;от 1 до 5 лет;Другое;плохой;среднее;свыше 3 лет;сотрудник;нет данных
08.05.2018;52;43;Муниципальное жилье;свыше 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
08.05.2018;26;34;Собственник;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;положительная
08.05.2018;25;30;Собственник;менее 1 года;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;нет данных
08.05.2018;52;42;Собственник;менее 1 года;Другое;хороший;высшее;свыше 3 лет;сотрудник;положительная
08.05.2018;43;42;Муниципальное жилье;от 1 до 5 лет;Холост/Не замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;положительная
08.05.2018;50;51;Собственник;менее 1 года;Холост/Не замужем;плохой;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
08.05.2018;17;25;Аренда;свыше 5 лет;Холост/Не замужем;плохой;высшее;менее 1 года;сотрудник;отрицательная
08.05.2018;14;34;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее;менее 1 года;руководитель среднего звена;нет данных
08.05.2018;29;45;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее;от 1 года до 3 лет;руководитель среднего звена;нет данных
08.05.2018;27;22;Муниципальное жилье;свыше 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;отрицательная
08.05.2018;51;43;Собственник;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;от 1 года до 3 лет;сотрудник;нет данных
08.05.2018;15;58;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;свыше 3 лет;сотрудник;нет данных
08.05.2018;37;39;Собственник;менее 1 года;Разведен(а)/Вдовство;плохой;среднее специальное;менее 1 года;сотрудник;отрицательная
08.05.2018;53;44;Собственник;свыше 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;нет данных
08.05.2018;54;26;Собственник;от 1 до 5 лет;Разведен(а)/Вдовство;плохой;среднее специальное;от 1 года до 3 лет;сотрудник;отрицательная
08.05.2018;41;43;Собственник;менее 1 года;Женат/замужем;хороший;высшее;менее 1 года;сотрудник;нет данных
08.05.2018;23;27;Собственник;свыше 5 лет;Холост/Не замужем;хороший;среднее;менее 1 года;сотрудник;нет данных
08.05.2018;46;24;Аренда;менее 1 года;Другое;плохой;среднее специальное;свыше 3 лет;сотрудник;нет данных
08.05.2018;49;38;Аренда;менее 1 года;Другое;плохой;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
08.05.2018;24;37;Собственник;от 1 до 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;нет данных
08.05.2018;27;32;Собственник;менее 1 года;Другое;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
08.05.2018;48;56;Муниципальное жилье;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;сотрудник;положительная
08.05.2018;11;39;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;руководитель среднего звена;положительная
08.05.2018;42;23;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
08.05.2018;23;45;Собственник;менее 1 года;Холост/Не замужем;хороший;высшее;менее 1 года;руководитель среднего звена;нет данных
08.05.2018;21;48;Муниципальное жилье;от 1 до 5 лет;Женат/замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
08.05.2018;48;38;Аренда;менее 1 года;Разведен(а)/Вдовство;хороший;среднее специальное;свыше 3 лет;сотрудник;положительная
08.05.2018;29;30;Аренда;свыше 5 лет;Женат/замужем;хороший;среднее;менее 1 года;руководитель среднего звена;положительная
08.05.2018;50;41;Собственник;свыше 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;сотрудник;нет данных
08.05.2018;38;31;Собственник;от 1 до 5 лет;Женат/замужем;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;отрицательная
09.05.2018;18;42;Собственник;менее 1 года;Холост/Не замужем;хороший;среднее специальное;менее 1 года;сотрудник;положительная
09.05.2018;14;40;Собственник;свыше 5 лет;Другое;хороший;высшее;от 1 года до 3 лет;руководитель среднего звена;нет данных
10.05.2018;18;37;Муниципальное жилье;от 1 до 5 лет;Разведен(а)/Вдовство;хороший;среднее специальное;от 1 года до 3 лет;руководитель среднего звена;положительная
10.05.2018;14;40;Собственник;менее 1 года;Разведен(а)/Вдовство;хороший;среднее специальное;менее 1 года;руководитель среднего звена;нет данных
10.05.2018;31;26;Собственник;свыше 5 лет;Другое;хороший;среднее;свыше 3 лет;сотрудник;нет данных
